condition_id,state_representation,endpoint_mode,operator_pool,seed,n_folds,min_state_events,n_control_draws,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate
b6j_022,fes_side,rank_reward,core_5,60810,5,8,200,true_policy_vs_oracle,0.01615986984300731,0.9944777980181899,-0.979793225228406,1.0,446,0.9860557768924303
b6j_023,fes_side,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.018495830341199997,0.06249189970816841,-0.005579791816305339,0.6209516193522591,460,0.9860557768924303
b6j_023,fes_side,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_frequency_matched_random,0.018495830341199997,0.012321604897917724,0.014517828691282627,0.3282686925229908,460,0.9860557768924303
b6j_023,fes_side,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_performance_matched_random,0.018495830341199997,0.05058957890243532,0.0018584462524640754,0.461015593762495,460,0.9860557768924303
b6j_023,fes_side,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_within_state_shuffle,0.018495830341199997,0.011493429976779386,0.016969910117570743,0.3142742902838864,460,0.9860557768924303
b6j_023,fes_side,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_oracle,0.018495830341199997,1.0019491603225386,-1.01102200559755,1.0,460,0.9860557768924303
b6j_024,fes_side,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,-0.05123364381470689,0.04026534839393389,-0.042513098843122626,0.9700119952019193,456,0.9860557768924303
b6j_024,fes_side,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_frequency_matched_random,-0.05123364381470689,0.0008120440761660413,-0.041468688856898056,0.8560575769692124,456,0.9860557768924303
b6j_024,fes_side,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_performance_matched_random,-0.05123364381470689,0.024924018601449875,-0.030219672167224515,0.8624550179928029,456,0.9860557768924303
b6j_024,fes_side,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_within_state_shuffle,-0.05123364381470689,0.008844605521898271,-0.048873329705990246,0.8864454218312675,456,0.9860557768924303
b6j_024,fes_side,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_oracle,-0.05123364381470689,1.112498704331316,-1.1768467133565428,1.0,456,0.9860557768924303
b6j_025,fes_tfc,z_reward,full,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.06756658642690264,0.05813231327790828,0.012891018575757671,0.3078768492602959,473,0.9860557768924303
b6j_025,fes_tfc,z_reward,full,60810,5,8,200,true_policy_vs_frequency_matched_random,0.06756658642690264,-0.012791803634268076,0.08045936237958234,0.010395841663334666,473,0.9860557768924303
b6j_025,fes_tfc,z_reward,full,60810,5,8,200,true_policy_vs_performance_matched_random,0.06756658642690264,0.041265180470232504,0.03109439892608811,0.13714514194322272,473,0.9860557768924303
b6j_025,fes_tfc,z_reward,full,60810,5,8,200,true_policy_vs_within_state_shuffle,0.06756658642690264,0.0018796999635887987,0.07348332497013678,0.020791683326669332,473,0.9860557768924303
b6j_025,fes_tfc,z_reward,full,60810,5,8,200,true_policy_vs_oracle,0.06756658642690264,1.2239410650761156,-1.1734089224635775,1.0,473,0.9860557768924303
b6j_026,fes_tfc,z_reward,core_5,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.099752910882622,0.08630971266283885,0.015920224374314326,0.21631347461015593,464,0.9860557768924303
b6j_026,fes_tfc,z_reward,core_5,60810,5,8,200,true_policy_vs_frequency_matched_random,0.099752910882622,0.0007280220045228506,0.09201786880360564,0.007996801279488205,464,0.9860557768924303
b6j_026,fes_tfc,z_reward,core_5,60810,5,8,200,true_policy_vs_performance_matched_random,0.099752910882622,0.0624170279926262,0.04027634473856126,0.03838464614154338,464,0.9860557768924303
b6j_026,fes_tfc,z_reward,core_5,60810,5,8,200,true_policy_vs_within_state_shuffle,0.099752910882622,0.02707342860422463,0.08239832457152345,0.012794882047181128,464,0.9860557768924303
b6j_026,fes_tfc,z_reward,core_5,60810,5,8,200,true_policy_vs_oracle,0.099752910882622,1.0578887394678889,-0.9628755391271355,1.0,464,0.9860557768924303
b6j_027,fes_tfc,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.08865256528871651,0.07704913349898598,0.03861507110787529,0.02958816473410636,468,0.9860557768924303
b6j_027,fes_tfc,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_frequency_matched_random,0.08865256528871651,-0.002587677808836142,0.0909781791333184,0.001599360255897641,468,0.9860557768924303
b6j_027,fes_tfc,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_performance_matched_random,0.08865256528871651,0.06088872928390617,0.055500621665939415,0.009596161535385846,468,0.9860557768924303
b6j_027,fes_tfc,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_within_state_shuffle,0.08865256528871651,0.01599959323274842,0.08347736141035775,0.0075969612155137945,468,0.9860557768924303
b6j_027,fes_tfc,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_oracle,0.08865256528871651,1.067896279433008,-0.9945032550428992,1.0,468,0.9860557768924303
b6j_028,fes_tfc,z_reward,no_suppress,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.06361658297007824,0.05033749507948035,0.01902403260007701,0.20551779288284686,470,0.9860557768924303
