mode,weight_endpoint,readout,control_kind,mean_relative_to_sisic,mean_sisic_to_relative,mean_readout_asymmetry,mean_abs_readout_asymmetry,p_asymmetry_two_sided,dominant_direction,n_events
fes_string_conditioned,z_reward,si_projection_reception,random_intersection,-0.4515895285136181,-0.5696931671470181,-0.11810363863340002,0.4915074151544797,0.28574285142971406,Relative_to_SI_SIC,89
fes_string_conditioned,z_reward,si_projection_reception,balanced_intersection,-0.5375568982549206,-0.5522710780649167,-0.01471417980999616,0.3319716517984686,0.7876424715056989,Relative_to_SI_SIC,89
fes_string_conditioned,z_reward,si_projection_reception,performance_matched_intersection,-0.5285839809281855,-0.5584499791563878,-0.02986599822820229,0.3132429030397384,0.5724855028994201,Relative_to_SI_SIC,89
fes_string_conditioned,z_reward,si_projection_reception,shuffled_c_intersection,-0.5222685148737684,-0.5337236780472401,-0.011455163173471731,0.3459438247847379,0.8334333133373325,Relative_to_SI_SIC,89
fes_string_conditioned,z_reward,si_projection_reception,phase_rotated_intersection,-0.5383136202957363,-0.5611153548107496,-0.02280173451501334,0.31430178041208484,0.6466706658668266,Relative_to_SI_SIC,89
fes_string_conditioned,rank_reward,si_projection_reception,true_intersection,-0.5384689140027504,-0.5551468758867294,-0.01667796188397898,0.3404315342281479,0.765246950609878,Relative_to_SI_SIC,89
fes_string_conditioned,rank_reward,si_projection_reception,random_intersection,-0.4515895285136181,-0.5696931671470181,-0.11810363863340002,0.4915074151544797,0.2845430913817237,Relative_to_SI_SIC,89
fes_string_conditioned,rank_reward,si_projection_reception,balanced_intersection,-0.5375568982549206,-0.5522710780649167,-0.01471417980999616,0.3319716517984686,0.7890421915616876,Relative_to_SI_SIC,89
fes_string_conditioned,rank_reward,si_projection_reception,performance_matched_intersection,-0.5448740127682343,-0.5750154842514941,-0.030141471483259814,0.34669621035267817,0.6184763047390522,Relative_to_SI_SIC,89
fes_string_conditioned,rank_reward,si_projection_reception,shuffled_c_intersection,-0.5232001318770427,-0.5340333863220347,-0.010833254444992018,0.33826787597536206,0.8456308738252349,Relative_to_SI_SIC,89
fes_string_conditioned,rank_reward,si_projection_reception,phase_rotated_intersection,-0.540847796842599,-0.5636500583674796,-0.022802261524880615,0.31203240060165144,0.6610677864427115,Relative_to_SI_SIC,89
fes_string_conditioned,gmr72_bridge_composite,si_projection_reception,true_intersection,-0.5361101348954328,-0.5511955164681389,-0.015085381572706256,0.32940208647688096,0.794241151769646,Relative_to_SI_SIC,89
