mode,endpoint,direction,arm,comparison,mean_true,mean_control,effect,p_greater,n_pairs
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_balanced,-0.2764505776897923,-0.2773493154866781,0.0008987377968858815,0.2591481703659268,502
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_performance_matched,-0.2764505776897923,-0.2819437436780104,0.005493165988218122,0.06938612277544491,502
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.2764505776897923,-0.2771794468262526,0.0007288691364603308,0.33893221355728853,502
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.2764505776897923,-0.2790863096832946,0.00263573199350236,0.13177364527094582,502
linear_c_state,z_reward,A_to_C_to_B,intersection,true_vs_random,-0.6742877982119958,-0.7304284277884266,0.056140629576430776,0.0013997200559888023,502
linear_c_state,z_reward,A_to_C_to_B,intersection,true_vs_balanced,-0.6742877982119958,-0.7140804129272931,0.03979261471529734,0.0001999600079984003,502
linear_c_state,z_reward,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6742877982119958,-0.7471867202152502,0.07289892200325435,0.0001999600079984003,502
linear_c_state,z_reward,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6742877982119958,-0.707741176300237,0.03345337808824126,0.004399120175964807,502
linear_c_state,z_reward,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6742877982119958,-0.7159508846278139,0.04166308641581805,0.001799640071985603,502
linear_c_state,z_reward,B_to_C_to_A,intersection,true_vs_random,-0.6658277490798481,-0.7092723358106082,0.04344458673076007,0.012397520495900819,502
linear_c_state,z_reward,B_to_C_to_A,intersection,true_vs_balanced,-0.6658277490798481,-0.7179173728310504,0.05208962375120222,0.0001999600079984003,502
linear_c_state,z_reward,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6658277490798481,-0.762028382877992,0.09620063379814374,0.0001999600079984003,502
linear_c_state,z_reward,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6658277490798481,-0.7164580240186889,0.05063027493884057,0.0007998400319936012,502
linear_c_state,z_reward,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6658277490798481,-0.7166840565564567,0.05085630747660856,0.0001999600079984003,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_random,-0.6666075597476937,-0.7191802273629667,0.052572667615273135,0.0007998400319936012,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_balanced,-0.6666075597476937,-0.7143325140564794,0.04772495430878556,0.0001999600079984003,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6666075597476937,-0.7414118326952063,0.07480427294751257,0.0001999600079984003,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6666075597476937,-0.7125520683230167,0.0459445085753229,0.0007998400319936012,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6666075597476937,-0.7218985608049608,0.055291001057267176,0.0003999200159968006,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_random,-0.6566775954936314,-0.710275502385464,0.053597906891832824,0.0013997200559888023,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_balanced,-0.6566775954936314,-0.7173479188673209,0.06067032337368965,0.0001999600079984003,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6566775954936314,-0.7581366744380796,0.10145907894444832,0.0001999600079984003,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6566775954936314,-0.7161182293733623,0.059440633879730954,0.0003999200159968006,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6566775954936314,-0.716302861512092,0.059625266018460535,0.0001999600079984003,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_random,-0.26934735419918915,-0.2868769773334089,0.01752962313421968,0.003199360127974405,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_balanced,-0.26934735419918915,-0.2768733289059226,0.00752597470673341,0.0001999600079984003,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_performance_matched,-0.26934735419918915,-0.2756646604773112,0.006317306278122052,0.016996600679864027,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.26934735419918915,-0.2748253478739191,0.005477993674729934,0.001799640071985603,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.26934735419918915,-0.27774526696207935,0.00839791276289017,0.0009998000399920016,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_random,-0.2695913594405655,-0.27620295544756623,0.006611596007000733,0.15776844631073786,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_balanced,-0.2695913594405655,-0.2773493154866781,0.007757956046112695,0.0001999600079984003,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_performance_matched,-0.2695913594405655,-0.2819437436780104,0.012352384237444934,0.0007998400319936012,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.2695913594405655,-0.2747231665458711,0.005131807105305616,0.009798040391921616,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.2695913594405655,-0.2767944540747832,0.007203094634217724,0.0013997200559888023,502
