topology_class,topology_name,topology_role,n_nodes,n_directed_edges,edge_convention,event_class,condition,mu_sector,closed_walk_count,closed_walks_per_node,n_seed_events,mean_seed_strength,total_impulse_budget,effect_vs_time_shifted,effect_vs_random_event,mu_p_value,notes,mu_differentiated_recovery,mu_differentiated_recovery_sd,mu_late_window_stability,mu_late_window_stability_sd,mu_post_event_score,mu_post_event_score_sd,mu_recovery_improvement,mu_recovery_improvement_sd,n_events_evaluated,n_events_evaluated_sd,mu_q_value,directional_endogenous_gt_both_controls,mu_diagnostic_interpretation
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,random_event,3,72,6.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,-8.018712096620772e-05,0.0035214348877154623,0.9134824902375744,0.005521016089712001,0.4874257763012345,0.02089396240267153,0.0007805219031711326,0.005906341901831733,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,endogenous,4,432,36.0,57,0.09102846804812097,5.188622678742895,-0.0012427703821562594,0.0010695883915301616,0.515527950310559,primary Luke/D12RG normalized readout candidate,-0.00047006861149104603,0.0036193094021060054,0.8767277791434056,0.025233179386696565,0.5097993509481251,0.019951161266650263,0.0002118067535039852,0.006569272830820328,23.0,0.0,0.8575270538515719,False,no_directional_mu_sector_advantage
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,time_shifted,4,432,36.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,0.0007727017706652134,0.0029992572539252666,0.8736310479330065,0.025017628210163123,0.5005516951910172,0.0132080614204496,0.0021472828868276117,0.004500644761608518,25.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,random_event,4,432,36.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,-0.0015396570030212077,0.0037316388930719504,0.9271948754682156,0.011114001683760807,0.5080955262335399,0.01800289386440072,-0.001478704563425252,0.0066762453134835325,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,endogenous,5,1200,100.0,57,0.09102846804812097,5.188622678742895,0.0003468650633774476,0.0001239211339685507,0.5093167701863354,primary Luke/D12RG normalized readout candidate,-0.00036566052963468915,0.0032775070442824087,0.9251237455730544,0.029057228496199426,0.49736812031006494,0.01866960397875181,-0.00031701480853726525,0.00549186979923855,23.0,0.0,0.8575270538515719,True,directional_mu_sector_signal_not_fdr_confirmed
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,time_shifted,5,1200,100.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,-0.0007125255930121368,0.0034760616938732994,0.9445231096215576,0.01779282788746283,0.4887669120040787,0.013802418427653486,-0.0007967726360053244,0.005652713301450548,25.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,random_event,5,1200,100.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,-0.0004895816636032399,0.003281979568730003,0.9242895001583463,0.018237493326209574,0.4937839532973616,0.01576582647189142,-0.001257925651657408,0.0060204423005896035,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,endogenous,6,5184,432.0,57,0.09102846804812097,5.188622678742895,1.6949946336266067e-05,-0.0014342308560715755,0.5279503105590062,primary Luke/D12RG normalized readout candidate,-0.00026557614013347644,0.0036839117501973767,0.9418037786139501,0.031216354653049453,0.49816739053205084,0.014857309068460039,-0.000921285601497046,0.006256815077109903,23.0,0.0,0.8575270538515719,False,no_directional_mu_sector_advantage
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,time_shifted,6,5184,432.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,-0.0002825260864697425,0.0036454278025358864,0.9371984719569291,0.03463826524454225,0.49925313053616016,0.010796839660446918,-9.265871092483641e-05,0.005919807271722577,25.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,residual_contraction_low_distance,random_event,6,5184,432.0,57,0.09102846804812097,5.188622678742895,,,,primary Luke/D12RG normalized readout candidate,0.001168654715938099,0.0032516868279037522,0.9745429341415139,0.017322946276444703,0.5026539365905508,0.013437478395193764,0.0020581645722324822,0.005949761337386493,56.0,0.0,,False,control_condition
